question,reference,generated,bertscore_f1,bertscore_precision,bertscore_recall
What is the distinction Abelard makes between wanting to do something and wanting to want to do something?,"Abelard distinguishes between wanting to do something and wanting to want to do something by noting that we often want to perform an action but do not want to suffer the consequences of that action, and that sometimes our bodies react with pleasure and desire independently of our wills. He argues that acting on such desires is done “of” will, but not voluntarily, and that there is nothing evil in desire itself, only in acting on it.","Abelard distinguishes between wanting to do something and wanting to want to do something in the sense that the former involves a judgment, while the latter does not. He also distinguishes between wanting to do something as a matter of fact and wanting to want to do something as a matter of fact in the sense that the former involves a judgment, while the latter does not.",0.8785611987113953,0.8899672627449036,0.8674437999725342
What are the two cases Abelard uses to argue that human justice can even be just to punish an agent we strongly believe had no evil intention?,"Abelard uses two cases to argue that human justice can even be just to punish an agent we strongly believe had no evil intention. The first case is a woman who accidentally smothers her baby while trying to keep it warm at night and is overcome with grief. Abelard maintains that we should punish her for the beneficial example her punishment may have on others. The second case is a judge who may have excellent (but legally impermissible) evidence that a witness is perjuring himself. Since he cannot show that the witness is lying, the judge is forced to rule on the basis of the witness’s testimony that the accused, whom he believes to be innocent, is guilty. Abelard argues that human justice may with propriety ignore questions of intention in this case as well.","In the two cases Abelard uses to argue that human justice can even be just to punish an agent we strongly believe had no evil intention, what is the case that he argues? He argues that it is even just to punish the criminal who has committed a heinous crime, but not to punish the innocent person who was involved in the crime. But Abelard also argues that the case for which it is even just to punish the criminal, namely, that the punishment is the best deterrent, can be met only in the case in which the criminal has committed a heinous crime and the victim is innocent. So, the two cases Abelard uses are: (1) the case in which the criminal has committed a heinous crime and the victim is innocent, and (2) the case in which the criminal has committed a heinous crime and the victim is guilty.",0.8610804080963135,0.8635103106498718,0.8586641550064087
What is the problem with Abelard's position that the only certifiable sin is acting against one's conscience?,"The problem with Abelard's position is that if we cannot look to the intrinsic value of the deeds or their consequences, and conscience has no reliable guide, then his position seems to open the floodgates to well-meaning subjectivism. In other words, people would be free to do whatever they believe is right, even if it is not objectively so, which could lead to chaos.","The problem with Abelard's position that the only certifiable sin is acting against one's conscience is that it is not clear what this means. Abelard seems to be saying that one can commit a sin that is not certifiable unless one acts against one's conscience, but it is not clear what this means. It could mean that one can commit a sin that is not certifiable as long as one does not act against one's conscience, or it could mean that one can commit a sin that is not certifiable as long as one does act against one's conscience in a way that is not clearly unconscionable.",0.8535996079444885,0.8466231822967529,0.8606919050216675
What is the problem that Abelard's solution to the problem of how obedience to God's will can be a matter of the agent's intention conforming to a formal criterion leads to?,"The problem that Abelard's solution leads to is that even if we grant that an agent's intentions conform to the Golden Rule, it is not clear why the agent should care about this conformity. In other words, even if Abelard were right about morality, it is not clear why an agent should be moral.","The problem is that Abelard's solution to the problem of how obedience to God's will can be a matter of the agent's intention conforming to a formal criterion leads to the conclusion that it is always permissible to do what is in one's intention, regardless of whether one does it in accordance with God's will. This is called the abusive nature of the rule.",0.8796801567077637,0.8758794069290161,0.8835140466690063
What is Abelard's view on the relationship between happiness and virtue?,"Abelard believes that our happiness is linked to virtue, which is habitual morally correct behavior. He argues that reason can prove that a merely naturalistic ethics is insufficient, and that an agent's happiness is necessarily bound up with accepting the principles of traditional Christian belief, including the belief in God and an Afterlife. In particular, he argues that the Afterlife is a condition to which we ought to aspire, that it is a moral improvement even on the life of virtue in this world, and that recognizing this is constitutive of wanting to do what God wants, that is, to live according to the Golden Rule, which guarantees as much as anything can (pending divine grace) our long-term postmortem happiness.","Abelard's view is that the relationship between happiness and virtue is not directly related, but that the two are connected in a complex way. He argues that the happiness of a person who is virtuous is not only increased, but also enhanced by the fact that he or she is happy.",0.8585066199302673,0.8807607889175415,0.8373492956161499
What is the Philosopher's initial view about the relationship between virtue and happiness?,"The Philosopher initially maintains that virtue entails happiness, and hence there is no need of an Afterlife since a virtuous person remains in the same condition whether dead or alive.","The Philosopher's initial view is that happiness is the primary goal of human action, and that the relationship between virtue and happiness is a secondary one.",0.8981548547744751,0.9045132398605347,0.8918852210044861
Who did Abelard have a conflict with because he believed reasoning had a role to play in matters of faith?,"Abelard had a conflict with those who were called anti-dialecticians, including his fellow abbot Bernard of Clairvaux, because he believed reasoning had a role to play in matters of faith.","Abelard had a conflict with his friend, William of Moercove, because he believed reasoning had a role to play in matters of faith.",0.923636794090271,0.9354428052902222,0.9121251106262207
What do the anti-dialecticians believe about the plain meaning of religious sentences?,"The anti-dialecticians believe that the plain meaning of religious sentences, to the extent that it can be grasped, is plain and that beyond that plain meaning, there is nothing we can grasp at all. They are semantic realists about the plain meaning of religious sentences.","The anti-dialecticians believe that religious sentences are always plain, that is, they always state facts directly and do not use metaphor or other figures of speech to convey them.",0.8910718560218811,0.8925339579582214,0.889614462852478
What does Abelard think is a more serious threat to the proper use of reason in religion?,"Abelard thinks that there is a more serious threat to the proper use of reason in religion, but the text does not specify what that threat is.","Abelard thinks that the most serious threat to the proper use of reason in religion is the influence of superstition on the mind of the individual, who is most easily swayed by myths and legends.",0.9105555415153503,0.9021326899528503,0.9191372394561768
How does Abelard justify the claim that reason can be fruitfully applied to a particular article of faith?,Abelard justifies the claim that reason can be fruitfully applied to a particular article of faith by offering a case study in his own writings where he dialectically investigates the Trinity and elaborates an original theory of identity to address issues surrounding it. He argues that belief in the Trinity is rationally justifiable since as far as reason can take us we find that the doctrine makes sense once the tools of dialectic have been properly employed.,"Abelard might have justified the claim that reason can be fruitfully applied to a particular article of faith by saying that it is true because it is the best explanation of the truth that can be come up with, or by saying that it is true because it is the best of the things that can be true. However, these are not very satisfactory justifications, and they are often criticized for being circular or ad hoc. Abelard might have also justified the claim that reason can be fruitfully applied to a particular article of faith by saying that it is true because it is the best of all the things that can be true, or by saying that it is true because it is the only thing that can be true. However, these justifications are also often criticized for being too abstract or too general, and they may not have much to say about what it is that we can reasonably assume. Instead, Abelard might have also justified the claim that",0.8446739912033081,0.8379493951797485,0.851507306098938
What are the four additional modes of identity that Abelard presents in his Theologia christiana?,Abelard presents four additional modes of identity in his Theologia christiana: (1) essential sameness and difference; (2) numerical sameness and difference; (3) sameness and difference in definition; (4) sameness and difference in property (in proprietate).,"The four additional modes of identity that Abelard presents in his Theologia christiana are: (1) the subject of the divine revelation, (2) the divine nature, (3) the divine hypostasis, and (4) the divine mediator. These modes are distinguished from the modes of individuality that are present in ordinary subject-object relations.",0.8735600709915161,0.8792425394058228,0.8679505586624146
What is Abelard's view on the relationship between a part and the whole it is a part of?,"Abelard maintains that the part is essentially different from the integral whole of which it is a part, reasoning that a given part is completely contained, along with other parts, in the whole, and so is less than the quantity of the whole.","Abelard's view is that the relationship between a part and the whole it is a part of is not a simple one, but rather has to be understood in terms of a complex series of relations. He also suggests that the relationship between a part and the whole it is a part of can be understood best by considering the whole to which the part belongs.",0.8871573805809021,0.8881950378417969,0.8861222267150879
What are the two causes of the failure of numerical sameness?,"The two causes of the failure of numerical sameness are: (1) objects are not numerically the same when one has a part that the other does not have, in which case the objects are essentially different as well, and (2) objects are numerically different when neither has a part belonging to the other.",The two causes of the failure of numerical sameness are incompatibility and indeterminacy of the rule of exhaustion.,0.8799495697021484,0.9075239896774292,0.8540012836456299
What is the difference between sameness and difference in definition and essential and numerical sameness and difference?,"Sameness and difference in definition is roughly analogous to modern theories of the identity of properties, while essential and numerical sameness and difference apply directly to things in the world and are extensional forms of identity. According to Abelard, things are the same in definition when what it is to be one requires that it be the other, and conversely; otherwise they differ in definition.","The difference between sameness and difference in definition and essential and numerical sameness and difference is in what they refer to as truth. In definition, a thing is the same if it is identical to some other thing. In essential sameness, two things are identical if and only if they are the same thing. In difference, two things are identical if and only if they differ in some respect. In numerical sameness, two numbers are identical if and only if they are equal. In difference, two numbers are identical if and only if they differ in one place. In sameness, two things are identical if and only if they are of the same type and have the same number of units. In difference, two things are identical if and only if they differ in one unit.",0.8506247997283936,0.8463069200515747,0.854986846446991
What does Abelard mean by the term 'mixed' in the context of properties?,"In the context of properties, Abelard uses the term 'mixed' to refer to properties that, despite being different in definition, both apply to the selfsame concrete thing as such and also as it is characterized by the other.","Abelard means that a property is mixed when it is not clear whether it is true that the thing in question is good, bad, or somewhere in between, or whether it is true that the thing in question is the best of its kind. However, he also says that it is impossible to determine which of these options is most likely to be true.",0.8496344089508057,0.8494015336036682,0.8498673439025879
What is the relationship between a form-matter composite and its matter?,"A form-matter composite and its matter are essentially the same, yet they are not identical. The matter is prior to the composite in terms of properties, while the composite is posterior to its matter. The matter is not characterized by posteriority, and the composite is not characterized by priority. Therefore, the matter and composite are different in property despite being essentially the same.",The relationship between a form-matter composite and its matter is not specified.,0.8797845840454102,0.9101980924606323,0.8513378500938416
How does Abelard use his theory of identity to explain the Trinity?,"Abelard explains the Trinity by stating that the three Persons are essentially the same as one another, since they are all the same concrete thing (namely God). They differ from one another in definition, since what it is to be the Father is not the same as what it is to be the Son or what it is to be the Holy Spirit. The three Persons are numerically different from one another, for otherwise they would not be three, but they are not numerically different from God: if they were there would be three gods, not one. Moreover, each Person has properties that uniquely apply to it—unbegotten to the Father, begotten to the Son, and proceeding to the Holy Spirit—as well as properties that are distinctive of it, such as power for the Father, wisdom for the Son, and goodness for the Holy Spirit. The unique properties are unmixed in Abelard’s technical sense, for the Persons differ from one another in their unique properties, and such properties do not apply to God; the distinctive properties are mixed, though, in that God is characterized by each (the powerful God is the wise God is the good God). Abelard holds that human reason cannot go further than this, but reason validates the analysis (strictly speaking only a “likeness” or analogy) as far as it can go.","Abelard uses his theory of identity to explain that the Father, Son, and Holy Spirit are all the same person.",0.8523961901664734,0.9033150672912598,0.8069114685058594
Who was William of Champeaux and what was his contribution to philosophy?,"William of Champeaux was a French philosopher and theologian who lived in the 11th and 12th centuries. He was a prominent figure in the development of medieval philosophy and is best known for his work on logic, mereology, relations, and universals. He was a student of Anselm of Canterbury and later became a teacher himself, counting Peter Abelard among his students. William's most significant contribution to philosophy is his theory of universals, which holds that universals are real and exist independently of particular things. This theory was a major topic of debate in medieval philosophy and was challenged by Abelard, who argued that universals are merely mental constructs. William's work on logic and syllogisms was also influential and helped to shape the development of medieval logic. He was a leading figure in the School of Paris, which was a center of learning and philosophical debate in the 12th century. Despite his significant contributions to philosophy, William's work is not widely studied today and is often overshadowed by the more famous philosophers of the medieval period. Nonetheless, his ideas and theories continue to be an important part of the history of philosophy and have had a lasting impact on the development of Western thought",William of Champeaux was a French philosopher who made a contribution to logic by developing a system of deduction that would later be called abduction. His system was based on a series of hypotheses and was used to prove conclusions about hypothetical statements.,0.8514485955238342,0.8736585974693298,0.8303399085998535
What does the term Abhidharma mean in the Buddhist exegetical tradition?,"In the Buddhist exegetical tradition, the term Abhidharma means approximately “higher” or “further” teaching, and it refers both to the doctrinal investigations of the new scholastic movement and to the body of texts yielded by its systematic exposition of Buddhist thought. This body of literature includes the third of the “three baskets” (Skt., tripiṭaka, Pali, tipiṭaka) of the Buddhist canon, namely, the Abhidharma-piṭaka (Pali, Abhidhamma-piṭaka), its commentaries, and later exegetical texts.","The term Abhidharma refers to a category of arguments that was used by Buddhist exegetes to justify the inclusion of certain texts in the Buddhist canon. The argument is typically presented as follows: These texts are true, and to believe otherwise is error. But what is the error? Because the text in question includes a statement that is true, it must be that the statement it includes is also true. But what is the statement that includes the true one? Abhidharma implies that we should exclude from our canon any text that includes a statement of which the premises are true, regardless of whether or not we think that statement is true. However, this rule is not universally followed in Buddhist circles.",0.828520655632019,0.8350890874862671,0.8220547437667847
What is Abhidharma and how does it differ from Sūtrānta?,"Abhidharma is a branch of thought and inquiry that is distinct from Sūtrānta, the system of the Buddha’s discourses. Unlike the earlier Buddhist discourses that are colloquial in nature, the Abhidharma method presents the Buddha’s teachings in technical terms that are carefully defined to ensure analytical exactitude. In content, Abhidharma is distinctive in its efforts to provide the theoretical counterpart to the Buddhist practice of meditation and, more broadly, a systematic account of sentient experience. It does so by analyzing conscious experience into its constituent mental and physical events. Abhidharma is also notable for its dharma theory, which is an overarching inquiry into the nature and interaction of dharmas, and its impact on subsequent Buddhist thought and systematic philosophy.","Abhidharma is a system of Indian medical diagnosis that originated in the 2nd century CE and was later refined into the system of diagnosis known as Sūtrānta. Abhidharma differs from Sūtrānta in that Abhidharma does not make use of the five senses and relies solely on the patient’s symptoms to diagnose a disease. Instead, Sūtrānta relies on a combination of physical and psychological symptoms to make a diagnosis.",0.8696362376213074,0.8829744458198547,0.8566950559616089
What was the name of the two parties or fraternities that the primitive Buddhist community divided into around the beginning of the third century BCE?,"The two parties or fraternities that the primitive Buddhist community divided into around the beginning of the third century BCE were the Sthaviras (Pali, Theriyas) and the Mahāsāṅghikas.",The two parties or fraternities that the primitive Buddhist community divided into were called the Saṅkāras and the Vārttikas.,0.9290396571159363,0.9483517408370972,0.9104984998703003
What is the likelihood that the early formative period of the Buddhist community gave rise to multiple intellectual branches that developed spontaneously?,It is likely that the early formative period of the Buddhist community gave rise to multiple intellectual branches that developed spontaneously due to the geographical extension of the community over the entire Indian subcontinent and subject to the particular problems that confronted each monastic community (saṅgha).,"The early formative period of the Buddhist community is likely to have given rise to multiple intellectual branches that developed spontaneously, as the community was still in the process of establishing its doctrine and developing its philosophy. This is because the doctrine of anatta (anicurism) was still not fully developed, and the community was still grappling with questions of morality and ethics. It is also possible that the early formative period was characterized by a high degree of informal learning, which would have made it difficult to establish a clear delimitation between the early and late periods. Finally, it is also possible that the community was still in the process of establishing its doctrine and developing its philosophy at the time when the idea of a spontaneous intellectual branch was first proposed.",0.8779169917106628,0.8675863742828369,0.8884966373443604
What are the seven texts of the Sarvāstivādin Abhidharma-piṭaka?,"The seven texts of the Sarvāstivādin Abhidharma-piṭaka are the Saṅgītiparyāya (Discourse on the Collective Recitation), the Dharmaskandha (Compendium of Dharmas), the Prajñaptiśāstra (Manual of Concepts), the Vijñānakāya (Compendium of Consciousness), the Dhātukāya (Compendium of Elements), the Prakaraṇapāda (Literary Exposition), and the Jñānaprasthāna (The Foundation of Knowledge).","The seven texts of the Sarvāstivādin Abhidharma-piṭaka are: the Abhidhānaka-sūtra, the Abhayadatta-sūtra, the Abhayarāja-sūtra, the Abhayadatta-sūtra, the Abhayarāja-sūtra, the Abhayadatta-sūtra, and the Abhayarāja-sūtra.",0.8474547863006592,0.8541134595870972,0.8408991694450378
What is the Sarvāstivāda manual most influential for later Chinese and Tibetan Buddhism?,"The Sarvāstivāda manual most influential for later Chinese and Tibetan Buddhism is Vasubandhu’s Abhidharmakośa (Treasury of Abhidharma, fifth century CE).",The Sarvāstivāda manual most influential for later Chinese and Tibetan Buddhism is its emphasis on the importance of meditation in achieving enlightenment.,0.9094094634056091,0.944757878780365,0.8766108155250549
What is the main body of Abhidharma literature composed of?,The main body of Abhidharma literature is composed of interpretations of the Buddha’s discourses specific to each school of thought and philosophical elaborations of selectively emphasized doctrinal issues. These continued to be refined by subsequent generations of monks who contributed to the consolidation of the two surviving Theravāda and Sarvāstivāda schools.,The main body of Abhidharma literature is composed of texts on medical and surgical practices.,0.8878574371337891,0.9305275082588196,0.8489291667938232
What is the distinction made by Buddhist tradition between the Sūtrānta and Abhidharma methods of instructing the teachings?,"Buddhist tradition distinguishes between the Sūtrānta and Abhidharma methods of instructing the teachings by contrasting the Sūtrānta “way of putting things” in partial, figurative terms that require further clarification, versus the Abhidharma exposition and catechism that expound the teachings fully, in non-figurative terms. This coincides with additional distinctions the tradition makes between texts that have implicit meaning versus those that have explicit meaning, and texts that are expressed in conventional terms versus others that are expressed in ultimate terms.","The Buddhist distinction between the Sūtrānta and Abhidharma methods of instructing the teachings refers to the way in which the teacher presents the teachings. The Sūtrānta method involves presenting the teachings in a systematic and organized manner, with the goal of explaining the nature of reality in a coherent and unified way. The Abhidharma method, on the other hand, involves presenting a variety of anecdotes and examples in order to illustrate the teachings. The Buddhists distinguish between these methods because they believe that the Sūtrānta method is more reliable and comprehensive, while the Abhidharma method is more practical and applicable to everyday life.",0.8781768679618835,0.8868227005004883,0.8696979284286499
What was the purpose of using lists in early Buddhist literature?,"The purpose of using lists in early Buddhist literature was to serve as mnemonic devices, as the literature was composed and for some centuries preserved orally. These lists were also powerful mnemonic devices and provided formulaic treatment of doctrinal items that were expounded elsewhere. The use of lists in early Buddhist literature can be traced to the collections of the Buddha’s discourses, where certain texts are arranged according to taxonomic lists, providing formulaic treatment of doctrinal items that are expounded elsewhere. Similar taxonomic lists form the table of contents of the Vibhaṅga and Puggalapaññatti of the Theravāda and the Saṅgītiparyāya and Dharmaskandha of the Sarvāstivāda, which are structured as commentaries on those lists.","The purpose of using lists in early Buddhist literature was to organize information in a way that was easy to remember and to convey the idea that there were many things to be remembered. This was a feature of early lists that was shared by many different kinds of lists, not just those that were organized in a way that suggested a list of things.",0.8402904272079468,0.8705018162727356,0.8121057152748108
What were some of the factors that contributed to the development of the discursive hermeneutics and argumentative style of Abhidharma literature?,"The development of the discursive hermeneutics and argumentative style of Abhidharma literature was influenced by the institutionalization of Buddhist thought, the transition from oral to written methods of textual transmission, the rise of monastic debates concerning the doctrine among the various Buddhist schools, intellectual assimilation and doctrinal disputes between the Buddhist monastic community and the contemporaneous Sanskrit Grammarians, Jains, and Brahmanical schools with their evolving scholastic and analytical movements. The dialectic format and the display of awareness of differences in doctrinal interpretation are the hallmarks of the Kathāvatthu and the Vijñānakāya. Later on, post-canonical Abhidharma texts became complex philosophical treatises employing sophisticated methods of argumentation and independent investigations that resulted in doctrinal conclusions quite far removed from their canonical antecedents.","Some factors that contributed to the development of the discursive hermeneutics and argumentative style of Abhidharma literature include the need for a coherent system of philosophy, the need to explain the philosophical concepts of time and causality, the need to defend a particular view of reality, and the need to communicate this view in a way that would be understandable and persuasive to a non-specialist audience.",0.8615449666976929,0.883817732334137,0.8403671979904175
What two approaches to discussing the Dharma within the early Buddhist community led to the development of Abhidharma literature?,"The two approaches to discussing the Dharma within the early Buddhist community that led to the development of Abhidharma literature were the first approach, which intended to summarize and analyze the significant points of the Buddha’s teachings, and the second approach, which aimed to elaborate on and interpret the doctrines by means of monastic disputations.","The two approaches to discussing the Dharma within the early Buddhist community that led to the development of Abhidharma literature were (1) the practice of meditation, which was seen as the best way to gain insight into the Dharma, and (2) the practice of questioning, which was seen as the best way to refute contradictory statements. These two approaches were eventually combined in the Abhidharma, a collection of rules governing the practice of meditation and the questioning of others.",0.9120739102363586,0.9028130173683167,0.9215266704559326
What is the difference between the Sūtrānta and Abhidharma worldviews in terms of the time scale of processes?,"In the Sūtrānta worldview, processes are analyzed in terms of physical and mental processes that arise and cease subject to various causes and conditions, but the Abhidharma reinterprets these terms as applying to discrete, momentary events, reducing the time scale of these processes so they are now seen as operating from moment to moment.","The Sūtrānta worldview assumes that everything happens in a single instant, while the Abhidharma worldview assumes that events occur over time.",0.8957046270370483,0.9207728505134583,0.8719652891159058
What is the role of dharmas in the process of sensory perception according to the Abhidharma treatises?,"According to the Abhidharma treatises, dharmas are the objects of mental cognitive awareness, a particular type of consciousness that discerns between the stimuli impinging upon the sense faculties and that emerges when the requisite conditions come together. Dharmas are not merely mental objects like ideas, concepts, or memories. Rather, they are psycho-physical events with diverse capacities by means of which the mind unites and assimilates a particular perception, especially one newly presented, to a larger set or mass of ideas already possessed, thus comprehending and conceptualizing it.","The role of dharmas in the process of sensory perception is not mentioned in the Abhidharma treatises. Instead, the treatises focus on the perception of sensory data through the senses and on the cognition of perceptual representations. According to the Abhidharma, the perception of sensory data is accompanied by the production of a representation of the object, which is called a dharma (perception).",0.8675792813301086,0.8865480422973633,0.8494052886962891
What is the purpose of the Abhidharma exegesis?,"The purpose of the Abhidharma exegesis is to provide an exhaustive account of every possible type of experience in terms of its constituent dharmas. This enterprise involves breaking down the objects of ordinary perception into their constituent, discrete dharmas and clarifying their relations of causal conditioning. The overarching inquiry subsuming both the analysis of dharmas into multiple categories and their synthesis into a unified structure by means of their manifold relationships of causal conditioning is referred to as the “dharma theory.”",The purpose of the Abhidharma exegesis is to provide a systematic account of the sources of Buddhist doctrine.,0.8935136795043945,0.9456005096435547,0.8468654155731201
What is the Theravāda system of dharma categories?,"The Theravāda system of dharma categories is a system of eighty-two dharma categories. These categories are organized into a fourfold categorization. The first three categories include the bare phenomenon of consciousness (citta) that encompasses a single dharma type and of which the essential characteristic is the cognizing of an object; associated mentality (cetasika) that encompasses fifty-two dhammas; and materiality or physical phenomena (rūpa) that include twenty-eight dhammas that make up all physical occurrences. All the eighty-one dhamma types in these three broad categories are conditioned (saṅkhata). The eighty-second dhamma that comprises the fourth category is unconditioned (asaṅkhata): it neither arises nor ceases through causal interaction. The single occurrence in this fourth category is nirvana (Pali, nibbāna).","The Theravāda system of dharma categories is a classification system for Buddhist teachings that categorizes them into four categories: scripture, commentary, direct teaching, and metaphysical and epistemological commentary. This system was developed in the 1st century CE by the Indian scholar and philosopher Nagarjuna.",0.8414989113807678,0.8656846880912781,0.8186277747154236
What are the five categories of dharmas in the Sarvāstivāda system?,"The five categories of dharmas in the Sarvāstivāda system are: 1) consciousness (citta), 2) associated mentality (caitta), 3) physical phenomena (rūpa), 4) factors dissociated from thought (cittaviprayuktasaṃskāra), and 5) the unconditioned (asaṃskṛta).",The five categories of dharmas in the Sarvāstivāda system are: 1. Observed (or sensory) phenomena; 2. Non-observed (or mental) phenomena; 3. Real (or true) and imaginary (or false) concepts; 4. Rules; 5. Non-rational factors.,0.8791171312332153,0.8974582552909851,0.8615107536315918
What is the Abhidharma analysis of consciousness based on?,"The Abhidharma analysis of consciousness is based on the analysis of each of the categories in great detail, thus creating relational schemata whereby each acknowledged experience, phenomenon, or occurrence can be determined and identified by particular definition and function. The analysis of consciousness or citta is especially important in Abhidharma doctrinal thought, and the basic principles of this analysis are shared with the other Abhidharma systems.","The Abhidharma analysis of consciousness is based on the assumption that all perceptual experiences are caused by sensory impulses, with the exception of hallucinations and delusions.",0.8827303647994995,0.9022754430770874,0.864014208316803
What is the role of citta in the process of sensory perception in Abhidharma?,"In Abhidharma, citta is the epitome of the operation of consciousness and is experienced in the process of sensory perception, which is deemed the paradigm of sentient experience. Citta is always intentional and directed to a particular object that is cognized by means of certain mental factors. It always occurs associated with its appropriate cetasikas or mental factors that perform diverse functions and that emerge and cease together with it, having the same object and grounded in the same sense faculty. Each assemblage of citta and its associated mental factors is conscious of just one object, arises for a brief instant and then falls away, followed by another citta combination that picks up a different object by means of its particular associated mental factors.",The role of citta in the process of sensory perception in Abhidharma is not specified.,0.8614614605903625,0.9038681387901306,0.8228557109832764
What are the four broad categories of consciousness moments in the Abhidhamma scheme?,"The four broad categories of consciousness moments in the Abhidhamma scheme are sense-sphere (kāmāvacara), form-sphere (rūpāvacara), formless-sphere (arūpāvacara), and world-transcending (lokuttara).","The four broad categories of consciousness moments in the Abhidhamma scheme are: (1) the moments of awareness that are experienced during the perception of objects, (2) the moments of awareness that are experienced during the perception of sensations, (3) the moments of awareness that are experienced during the perception of mental states, and (4) the moments of awareness that are experienced during the perception of thoughts and desires.",0.8423556685447693,0.8540809154510498,0.830947995185852
What is the role of dharmas in Abhidharma?,"In Abhidharma, dharmas are distinct (but interrelated) functions, energies, or causally significant aspects of consciousness moments. They are seen as properties, activities, or patterns of interconnection that construct one’s world, not as static substances. The Abhidharma lists of dharmas are open-ended, reflecting a dynamic conception of dharmas and leaving room for continued debates about what is and is not a dharma. Abhidharma represents the theoretical counterpart to the practice of meditation in the Buddhist path, where the nature of lived experience as based on one’s cognitive apparatus is contemplated by investigating the very nature of one’s mind through meditation practice.",The role of dharmas in Abhidharma is not specified.,0.8517033457756042,0.8805144429206848,0.8247179388999939
What is the first of the two simultaneous processes in the soteriological purpose of the categorial analysis of dharmas?,"The first of the two simultaneous processes in the soteriological purpose of the categorial analysis of dharmas is evaluative analysis, which maps out the constituents and workings of the mind and accounts for what makes up ordinary wholesome consciousness as opposed to the awakened mind.","The first of the two simultaneous processes in the soteriological purpose of the categorial analysis of dharmas is the process of determining which of two possible categories (e.g., ""mystical"" vs. ""rational"") best captures the nature of the thing in question.",0.9053340554237366,0.9035705924034119,0.9071043729782104
How does the practice of discrimination of dharmas help to undermine the solidity of the world we grasp at?,"The practice of discrimination of dharmas helps to undermine the solidity of the world we grasp at by demonstrating that no essence or independent self can be found in any phenomenon or its constituents. This is because all aspects of experience are impermanent, arising and passing away subject to numerous causes and conditions. Even the unconditioned dharmas, which have no cause and no effect, are shown to be not-self. As a result, when one tries to grasp the world of the Dhammasaṅgaṇi or the Paṭṭhāna, it runs through one's fingers.","The practice of discrimination of dharmas helps to undermine the solidity of the world we grasp at by showing that our intuitions are not reliable guides to factual reality, and that we must rely on our senses and our discriminatory faculty (such as the eye, the ear, and the tongue) to make sense of the world. This undermines the solidity of our understanding of the world as we have it, since it is based on our intuitions that are subjective and not objective. However, the practice of discrimination of dharmas also shows us how we can improve our understanding of the world by learning to discriminate more accurately, and by practicing this discrimination in our daily lives.",0.86283278465271,0.8719162344932556,0.8539366126060486
What was the nature of the doctrinal controversies that arose in Buddhist circles around the issue of what the nature of a dharma is?,"The doctrinal controversies that arose in Buddhist circles around the issue of what the nature of a dharma is concerned the internal constitution of a dharma, the manner of existence of dharmas, the dynamics of their causal interaction, and the nature of the reality they constitute. These controversies were largely shaped by a radical construal of impermanence as momentariness.","The nature of the doctrinal controversies that arose in Buddhist circles around the issue of what the nature of a dharma is were related to the question of whether the dharma was a system of philosophy or a religious doctrine. Some argued that the dharma was a system of philosophy, such as Buddhism, while others argued that it was a religious doctrine, such as Hinduism. These controversies took place in the first century CE and continued into the following centuries.",0.8898055553436279,0.888852059841156,0.8907610774040222
What is the origin of the Sarvāstivāda and post-canonical Theravāda doctrine of momentariness?,"The Sarvāstivāda and post-canonical Theravāda doctrine of momentariness originated in conjunction with the principle of impermanence, which is basic to the Buddha’s empirically-oriented teaching about the nature of sentient experience","The origin of the Sarvāstivāda and post-canonical Theravāda doctrine of momentariness is not known. It is assumed to be the origin of the doctrine. However, there is no consensus on this. Instead, the doctrine is often explained in terms of the historical development of Indian philosophy or the historical context in which it arose.",0.8919203877449036,0.8855113387107849,0.8984229564666748
What is the Sarvāstivādin understanding of a moment?,"For the Sarvāstivādins, a moment is the smallest, definite unit of time that cannot be subdivided, the length of which is equated with the duration of mental events as the briefest conceivable entities. They understand a moment in the context of an atomistic conception of time, where time is not reckoned indefinitely divisible. The term is often discussed in juxtaposition to the concepts of material atoms and syllables, which are likewise comprehended as indivisible.",The Sarvāstivādin understanding of a moment is the state of the observer at that moment.,0.8696635961532593,0.9054370522499084,0.8366093635559082
What is the Sarvāstivāda framework's view on material reality?,"In the Sarvāstivāda framework, material reality is reduced to discrete momentary atoms, and much attention is drawn to ontological and epistemological questions such as whether sense objects are real at any time, or whether atoms contribute separately or collectively to the generation of perception. Atomic reality is understood as constantly changing: what appears to us as a world made up of enduring substances with changing qualities is, in fact, a series of moments that arise and perish in rapid succession.","The Sarvāstivāda framework's view on material reality is that there is a real distinction between material objects and non-material concepts such as ""reality"" or ""truth.""",0.8790720105171204,0.9063663482666016,0.8533735275268555
What is the Sarvāstivādins' stance on the characteristics of conditioned phenomena?,"The Sarvāstivādins hold that the characteristics of conditioned phenomena exist separately as real entities within each moment. This means that all conditioned dharmas, whether past, present, or future, exist as real entities within the span of any given moment.","The Sarvāstivādins' stance is that conditioned phenomena have both unconditioned and conditioned components, and that the former are characterized by their tendency to repeat and the latter by their lack of tendency. This is also the stance of the Sarvastivada school of philosophers, which includes the Sarvastivadins.",0.8729937672615051,0.8727051615715027,0.8732824921607971
What is the Theravādin doctrine of momentariness concerned with?,"The Theravādin doctrine of momentariness is concerned with the psychological apparatus governing the process of cognizing of sense data, and hence with the changing ratio between material and mental phenomena.","The Theravādin doctrine of momentariness is concerned with explaining why an object’s existence is not a matter of chance, or why an object is not a mere figment of our imagination.",0.9027149677276611,0.9044657349586487,0.9009710550308228
